rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
149,VTV Mundenheim,REGIONALLIGA SüDWEST,REGIONALLIGA SüDWEST,4,Regionalliga,RLSW-M,13248,11,1,0,0,1,26,28,-2,0,0.0,,fussball.de
150,SG Bordesholm/Brügge,Handballregion-Nord,Handballregion-Nord,4,Regionalliga,Meisterrunde,13540,11,1,0,0,1,30,33,-3,0,0.0,,fussball.de
151,TSG Haßloch,REGIONALLIGA SüDWEST,REGIONALLIGA SüDWEST,4,Regionalliga,RLSW-M,13248,12,1,0,0,1,26,29,-3,0,0.0,,fussball.de
152,Handball Mülheim-Urmitz,REGIONALLIGA SüDWEST,REGIONALLIGA SüDWEST,4,Regionalliga,RLSW-M,13248,13,1,0,0,1,26,33,-7,0,0.0,,fussball.de
153,TSV Weddingstedt,Handballregion-Nord,Handballregion-Nord,4,Regionalliga,Meisterrunde,13540,12,1,0,0,1,22,30,-8,0,0.0,,fussball.de
154,HSG Dudenhofen/Schifferstadt,REGIONALLIGA SüDWEST,REGIONALLIGA SüDWEST,4,Regionalliga,RLSW-M,13248,14,1,0,0,1,26,36,-10,0,0.0,,fussball.de
155,AMTV Hamburg,Handballregion-Nord,Handballregion-Nord,4,Regionalliga,Meisterrunde,13540,13,1,0,0,1,20,32,-12,0,0.0,,fussball.de
156,Ahrensburger TSV,Handballregion-Nord,Handballregion-Nord,4,Regionalliga,Meisterrunde,13540,14,1,0,0,1,17,38,-21,0,0.0,,fussball.de
157,TV Offenbach,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,1,1,1,0,0,40,22,18,2,2.0,,fussball.de
158,HLZ Friesenheim/Hochdorf 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,2,1,1,0,0,38,23,15,2,2.0,,fussball.de
159,TH Eilbeck,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,1,1,1,0,0,35,27,8,2,2.0,,fussball.de
160,HSG Eckbachtal,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,3,1,1,0,0,23,15,8,2,2.0,,fussball.de
161,TSV Hürup II,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,1,1,1,0,0,32,25,7,2,2.0,,fussball.de
162,HC Treia/Jübek,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,2,1,1,0,0,37,31,6,2,2.0,,fussball.de
163,TSV Altenholz II,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,3,1,1,0,0,34,30,4,2,2.0,,fussball.de
164,SG Saulheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,4,1,1,0,0,32,28,4,2,2.0,,fussball.de
165,TSV Kronshagen,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,4,1,1,0,0,27,24,3,2,2.0,,fussball.de
166,1.Fc KÖLN,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
167,AMTV Hamburg Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
168,ASV Senden E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
169,ASV Süchteln 1M,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
170,Adler Königshof 1M,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
171,Ahlener SG 93 e.V. II,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
172,Ahrensburger TSV Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
173,BSV Limbach-O.,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
174,Bergische Panther II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
175,Bergischer HC,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
176,Bredstedter TSV,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
177,DJK Marpingen,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
178,DJK/MJC Trier,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
179,EHV AUE II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
180,FC St. Pauli,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
181,Falken (m),Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
182,HBD Löwen Oberberg,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
183,HC Dillingen-Diefflen,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
184,HC Gelpe/Strombach II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
185,HC Glauchau/Meerane,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
186,HC Koblenz,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
187,HC St. Ingbert- Hassel,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
188,HC Weiden 2018 II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
189,HCE Bergkamen 1.H,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
190,HF Illtal 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
191,HF Untere SAAR,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
192,HF Untere Saar kann raus,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
193,HG Hamburg-Barmbek II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
194,HG Hamburg-Barmbek Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
195,HG Ltg/Htv Remscheid,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
196,HG Saarlouis 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
197,HSC Haltern-Sythen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
198,HSG Elbvororte,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
199,HSG Elbvororte Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
200,HSG Gevelsberg Silschede,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
201,HSG Hattingen-Sprockhövel 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
202,HSG Herdecke/Ende 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
203,HSG Hiesfeld/Aldenrade,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
204,HSG Hunsrück,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
205,HSG Kastellaun-Simmern II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
206,HSG Mönkeberg-Schönkirchen,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
207,HSG Petershagen/Lahde,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
208,HSG Pinnau,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
209,HSG Römerwall,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
210,HSG Tills Löwen 08,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
211,HSG Tva/Atsv Saarbrücken,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
212,HSG Veruka,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
213,HSG Völklingen,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
214,HSG Werther/Borgholzhausen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
215,HSG Wittlich,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
216,HSV Dresden,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
217,HSV Dümpten 1992,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
218,HSV Überruhr 1. Männer,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
219,HT Norderstedt II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
220,HT Norderstedt Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
221,HV Vallendar II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
222,HVE Villigst-Ergste,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
223,Handball BAD Salzuflen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
224,Handball Mülheim-Urmitz II,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
225,Handball Oppum,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
226,Handball SV Westerholt E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
227,Interaktiv.Handball Düsseldorf/Ratingen 2m,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
228,Koweg Görlitz,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
229,LHV Hoyerswerda,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
230,LIT 1912 Nordhemmern-Nettelstedt-Mindenerwald-Holzhausen II III,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
231,LTV Wuppertal,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
232,Longericher SC II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
233,MSG Iggelheim/Meckenheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
234,MTV Herzhorn,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
235,MTV KÖLN 1850,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
236,MTV KÖLN 1850 II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
237,MTV Rheinw Dinslaken,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
238,Mettmann-Sport,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
239,NHV Concordia Delitzsch II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
240,Niendorfer TSV Ü40,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Senioren (300),17158,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
241,OSC Dortmund 1931 E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
242,OSC Rheinhausen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
243,Ohligser TV 1,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
244,PSV E.V. Recklinghausen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
245,Preetzer TSV,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
246,Rellinger TV,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
247,SC Fortuna Köln,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
248,SC Rot-Weiss Oberhausen E.V.,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
249,SG Bünde-Dünne,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
250,SG Hamburg-Nord II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
251,SG LVB,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
252,SG Langenfeld II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
253,SG Pirna/Heidenau II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
254,SG Zweibrücken 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
255,SSV Nümbrecht Handball,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
256,SV 04 Plauen-O. II,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
257,TB Wülfrath,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
258,TG Hörste,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
259,TSG MZ-Bretzenheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
260,TSG Ober-Hilbersheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
261,TSV Aufderhöhe,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
262,TSV Bonn rrh. 2. Männer,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
263,TSV Ellerbek II,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
264,TSV Hahlen 1945 e.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
265,TSV Kaldenkirchen 1M,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
266,TSV Sieverstedt,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,5,Oberliga,Meisterrunde · Handballverband Schleswig-Holstein,15097,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
267,TSV Uetersen,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
268,TUS 05 DAUN,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
269,TUS Brockhagen,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
270,TUS Esingen,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
271,TUS Königsdorf,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
272,TUS Spenge E.V. II,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
273,TUS Weibern,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
274,TUS Westfalia Hombruch 1891 E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
275,TV Aldekerk II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
276,TV BAD EMS,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
277,TV Birkesdorf,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
278,TV Bodenheim 1,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,5,Oberliga,M-OL,12401,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
279,TV Fischbek,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
280,TV Homburg 2,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
281,TV Isselhorst 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
282,TV Lobberich,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
283,TV Niederwürzbach,Handballverband SAAR,Handballverband SAAR,5,Oberliga,Oberliga Männer,14368,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
284,TV Palmersheim,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
285,TV Welling,Handballverband Rheinland,Handballverband Rheinland,5,Oberliga,Oberliga Männer · Handballverband Rheinland,12820,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
286,TV Westfalia Halingen E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
287,Tschft. St. Tönis,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
288,TuS 09 Möllbergen e.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
289,TuS 82 Opladen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 2,12905,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
290,TuS 97 Bielefeld/Jöllenbeck Herren 1,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
291,TuS Ferndorf 2,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 2,12647,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
292,TuSEM Essen II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 3,12906,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
293,VFL Bardenberg,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
294,VFL Gummersbach II,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
295,VFL Handball Mennighüffen E.V.,Handballverband Westfalen,Handballverband Westfalen,5,Oberliga,HVW Männer Oberliga Staffel 1,12646,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
296,Walddörfer SV,Hamburger Handballverband,Hamburger Handballverband,5,Oberliga,Oberliga Männer (100),12373,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
297,Wölfe Voreifel,Handball Nordrhein,Handball Nordrhein,5,Oberliga,Oberliga Männer Gr. 1,12904,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
298,ZHC Grubenlampe,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
299,Zwönitzer HSV,Handballverband Sachsen,Handballverband Sachsen,5,Oberliga,OLS MÄNNER,12542,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
