rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1677,TV Wickede H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKISAR 1. Kreisklasse MÄNNER,15392,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1678,TVD Velbert,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Wuppertal Männer,16080,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1679,TVE Röcke 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 2,14377,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1680,Tschft. St. Tönis III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Männer,15676,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1681,TuS 97 Bielefeld/Jöllenbeck IV,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1682,TuS Aumühle-Wohltorf III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer LauSto,12990,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1683,TuS Bommern 3. Herren 1. Kreisklasse,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1684,TuS Gaarden,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Kiel/RD,12988,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1685,TuS Niederpleis IV,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer,17301,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1686,TuS Rheindorf II (M),HK Köln-Rheinberg,HK Köln-Rheinberg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Männer,12894,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1687,TuS Südhemmern,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Männer Kreisklasse Staffel 1,14376,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1688,USC Saar,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Männer Staffel West,14385,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1689,USG Chemnitz II,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1690,USV TU Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1691,Union 92 Halle III,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1692,Union Chemnitz III,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer Ost,13100,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1693,VFB Schleiden,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer,17301,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1694,VFL Bochum 1848 Handball E.V. II,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-M-1. Kreisklasse,13048,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1695,VFL Eintracht Hagen E.V. 4,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,10,Bezirksklasse / Kreisklasse / Regionsklasse,MÄNNER KREISklasse HKHR,13009,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1696,VFL Geesthacht II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer LauSto,12990,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1697,VFL Handball Mennighüffen III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1698,VFL Meissen,HR Sachsen-Mitte,HR Sachsen-Mitte,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer St. 1,13106,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1699,VFL Sassenberg,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Männer,13229,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1700,VFL Schlangen 2,Handballkreis Lippe,Handballkreis Lippe,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKLIP Kreisklasse Männer,15837,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1701,VfB Lübeck,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Ostsee,12989,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1702,VfL Aplerbeckermark 1. Herren,Handballkreis Dortmund,Handballkreis Dortmund,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKDO-1. KK-M,12784,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1703,VfL Bad Schwartau IV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Ostsee,12989,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1704,VfL Herford 2. Männer,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Männer 1. Kreisklasse,13293,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1705,VfL Welfia Mönchengladbach 1929 e.V. II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Männer,15676,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1706,Vohwinkeler STV III,HK Essen,HK Essen,10,Bezirksklasse / Kreisklasse / Regionsklasse,Regionsklasse Wuppertal Männer,16080,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1707,Wald-Merscheider TV II,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1708,Wandsbeker TSV Concordia,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Gruppe 2 (152),13446,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1709,Wermelskirchener TV II,Bergischer HK,Bergischer HK,10,Bezirksklasse / Kreisklasse / Regionsklasse,1. Regionsklasse Männer BHK,14417,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1710,Wiedenbrücker TV,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Männer 1. Kreisklasse,12686,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1711,Wyker TB,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord B,12986,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1712,Zwönitzer HSV III,HR Südwestsachsen,HR Südwestsachsen,10,Bezirksklasse / Kreisklasse / Regionsklasse,RK Männer West,13099,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1713,HSV Lingenfeld/Schwegenheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,8,1,0,0,1,30,31,-1,0,0.0,,fussball.de
1714,HC Gonsenheim 4,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 1,12582,10,1,0,0,1,28,29,-1,0,0.0,,fussball.de
1715,SG Saulheim 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 1,12582,11,1,0,0,1,28,29,-1,0,0.0,,fussball.de
1716,TUS Heiligenstein 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,9,1,0,0,1,35,37,-2,0,0.0,,fussball.de
1717,HSG Mutterstadt/Ruchheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,10,1,0,0,1,20,22,-2,0,0.0,,fussball.de
1718,TUS Neuhofen 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,11,1,0,0,1,28,35,-7,0,0.0,,fussball.de
1719,SG PLÖN,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Plön,12987,9,1,0,0,1,26,33,-7,0,0.0,,fussball.de
1720,MSG Iggelheim/Meckenheim 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,12,1,0,0,1,25,33,-8,0,0.0,,fussball.de
1721,HSG Szoww III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord A,12985,10,1,0,0,1,12,37,-25,0,0.0,,fussball.de
1722,SV Regis-Breitingen II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,1,1,0,1,0,0,0,0,1,1.0,,fussball.de
1723,TSG 1861 Taucha II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,2,1,0,1,0,0,0,0,1,1.0,,fussball.de
1724,ASC Quierschied 3,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1725,ASV Rurtal Hückelhoven E.V. II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1726,ASV Süchteln 4M,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1727,ATV Hückeswagen III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1728,Adler Königshof 4M,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1729,BSV Roxel II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1730,Brühler TV III,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1731,CVJM Rödinghausen III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1732,DJK Normannia Dortmund,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1733,DJK Saxonia Dortmund,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1734,DJK Sportfreunde Leverkusen,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1735,DJK Unitas Haan e.V. IV,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1736,Eagles Niederrhein III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1737,Elmar Herne 22 E.V.,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1738,FC Schalke 04 Herren2,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1739,Falken 3 (m),Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1740,HC Cologne Kangaroos II,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1741,HC Heeren-Werve E.V. II,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1742,HC St. Johann 2,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1743,HCE Bergkamen 3.H,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1744,HF Illtal 4,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1745,HF Köllertal 3,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1746,HG Ltg/Htv Remscheid III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1747,HGV Hürth-Gleuel III,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1748,HSC Haltern-Sythen,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1749,HSG Annen-Rüdinghausen | 2. Herren,Handballkreis Dortmund,Handballkreis Dortmund,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,hkdo-2. KK-M,12785,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1750,HSG Ascheberg/Drensteinf. II,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 2,13232,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1751,HSG DJK Rauxel-Schwerin E.V. II,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1752,HSG EGB Bielefeld 3 III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1753,HSG NRG 2025 III,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1754,HSG Quelle/Ummeln,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2.Kreisklasse,13297,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1755,HSG Refrath/Hand V,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1756,HSG Rietberg-Mastholte III,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1757,HSG Rösrath/Forsbach III,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1758,HSG Tecklenburger LAND IV,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1759,HSG VFL Solingen / BURG III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1760,HSG Werschweiler/St.Wendel,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1761,HSG Werther/Borgholzhausen IV,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1762,HV Sundern H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKISAR 2. Kreisklasse Männer,15391,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1763,Hammer SC 2008 e.V. III,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1764,Handball Oppum IV,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1765,Handball SV Westerholt E.V. III,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1766,Herzebrocker SV II,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1767,Hildener Wölfe 3m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
1768,Königsborner SV Handball e.V.,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1769,Leipziger SV Südwest II,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1770,Luchse Düsseldorf 4M,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
1771,Lüttringhauser TV III,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1772,Meerbuscher HV 3m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1773,Neusser HV 3m,HK Düsseldorf,HK Düsseldorf,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer (HK Düsseldorf),15942,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1774,Ohligser TV 4,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1775,P.S.V. BORK 1945 E.V.,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1776,PSV E.V. Recklinghausen III,Handballkreis Industrie,Handballkreis Industrie,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HKI-M-2. Kreisklasse,13037,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1777,RSV Rath-Heumar II,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1778,Remscheider TV II,Bergischer HK,Bergischer HK,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. Regionsklasse Männer BHK,14739,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1779,Rheydter TV 1847 II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Männer,15677,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1780,Roter Stern Leipzig III,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1781,SC Eintr.Heessen 01/45 Handball E.V.,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1782,SC Hörstel,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
1783,SC Lebach,Handballverband SAAR,Handballverband SAAR,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,B-Liga Männer,14397,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1784,SC Lippstadt II,Handballkreis Gütersloh,Handballkreis Gütersloh,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,HBKGT Männer 2. Kreisklasse,12682,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1785,SG Handball Ibbenbüren IV,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Männer Staffel 1,13231,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1786,SG Handball Kamen IV,Handballkreis Hellweg,Handballkreis Hellweg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Männer 2 Kreisklasse HKH,12714,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1787,SG Ltv/Ntv II,HK Köln-Rheinberg,HK Köln-Rheinberg,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2.Regionsklasse Männer,14329,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1788,SG MoGoNo Leipzig IV,HR Leipzig,HR Leipzig,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. RK Männer,13119,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
